2127,VINS DES PYRENEES,,,,,75004.0,,
2137,TRUST,,,,,94000.0,,
2148,Sept cinq,,,,,75001.0,,
2327,Noura Opéra,,,09 72 33 41 34,,75008.0,,France
2373,Baprod Massieux,,,,,1600.0,,France
2460,THE BOOTLAGERS,,,01 44 23 79 75,,75013.0,,France
2514,ICE TO ICE (ARTISAN DU BURGER),,,01 42 36 19 13,,75001.0,,
2613,La Boutarde,,,01 47 45 34 55,,92200.0,,France
2840,Au bout du bar,,,09 81 97 63 92,,95100.0,,
2984,Marlette BHV,,,,,75004.0,,
3019,Planet Sushi Pereire,,,01 40 54 00 00,,75017.0,,France
3129,Sogepar,,,,,,,
3474,Timhotel Groupe,,,,,,,
3481,Francis la butte,,,,,75018.0,,
3487,PARIS ROME,,,,,75003.0,,France
3488,SAS LE PERY,,,,,31000.0,,France
3497,Boulangerie Feuillette,,,,,41350.0,,France
3516,DEL ARTE MONT-DEL-MARSAN SAINT-PIERRE-DU-MONT,,,05 58 45 45 00,,40280.0,,France
3535,LES PETITES ASSIETTES,,,01 40 44 00 87,,75014.0,,France
3581,PATRIZIA,,,01 49 09 17 11,,92100.0,,France
3606,Ten Belles Bread (Parent),,,,,75011.0,,
3609,Radisson Blue Bordeaux,,,,,33000.0,,France
3681,Léon de B Filiales (Parent),,,,,,,
3764,L'assiette aux fromages,,,01 43 36 91 59,,75005.0,,France
3839,Doctolib,,,,,75008.0,,
3891,Eataly Salle,,,,,75004.0,,France
3896,IL GIGOLO,,,01 43 29 05 69,,75005.0,,France
4008,Planet Sushi Kléber,,,01 53 70 86 86,,75016.0,,France
4110,POKEBAR,,,,,75017.0,,
4116,Planet Sushi Saint Mandé,,,01 41 93 93 93,,94160.0,,
4410,Le patacrepe Echirolles,https://www.le-patacrepe.com/,,04 76 23 40 21,,38130.0,,France
4465,La Cuisine du Ptit Lu,,,,,47600.0,,France
4594,Coco de Mer,,,,,75005.0,,France
4637,Fresh burritos Lille,,,,,59000.0,,
4645,Le Bourg'bon Mouzda,,,33 9 82 24 10 87,,33200.0,,
4646,Groupe Sighor - Leo Resto & Ace Hotel,,,,,,,France
4649,Veng Hour,,,,,92000.0,,
4683,Maison Malesherbes SAS,,,,,75008.0,,France
4744,Double Dragon,,,01 71 32 41 95,,75011.0,,
4746,Falstaff,,,01 43 43 18 33,,75011.0,,
4940,L'Apollo,,,01 43 35 53 66,,75014.0,,France
4965,TECHSell,,,,,92100.0,,
4995,FRESH BURRITOS DUNKERQUE,,,09 53 83 64 98,,59140.0,,France
5508,SAS Villert - MOUSSE TOUCH,,,,,59000.0,,
5614,L'Apibo,,,01 55 34 94 50,,75002.0,,France
5784,LES FRANGINS,,,01 47 07 23 46,,75013.0,,
5793,LE FER A CHEVAL,,,03 20 72 65 63,,59100.0,,France
5861,LA PLAGE,,,+33 1 75 51 90 09,,75019.0,,France
5961,Au Port Du Salut,,,09 67 11 96 15,,75005.0,,
5984,LE PATACREPE,,,03 20 04 21 36,,59260.0,,
6076,Hamler's burgery,,,33143294491,,75005.0,,
6081,Le Ballu,,,,,,,
6158,Columbus Cafe  (Parent),,,,,,,
6178,Planet Sushi Voltaire,,,01 48 07 70 70,,75011.0,,France
6446,La Ferme De Charles,,,33148241111,,75010.0,,France
6737,Bar a caf,,,,,21310.0,,France
6823,SmartHab,,,,,92200.0,,France
6917,Berliner,,,,,,,France
6975,Amorino Paris 5,,,,,75006.0,,
7026,FLAMS SIEGE,,,0388529058,,,,France
7072,BISTROT DES CAMPAGNES,,,01 40 47 91 27,,75014.0,,
7108,Oncle Jack,,,,,71100.0,,
7157,HOTEL CFH,,,01 60 71 56 30,,13127.0,,
7236,Mozzato,,,01 42 21 02 63,,75002.0,,France
7306,Gosselin,,,01 45 08 03 59,,75001.0,,France
7324,Bagelstein Poitiers,,,,,86000.0,,
7327,L'estrapade,,,+33 1 43 25 72 58,,75005.0,,
7460,Café Moco,,,,,75011.0,,
7713,Shirvan,,,,,75008.0,,
7741,KEÏLI,,,,,75011.0,,France
7768,LES PERES POPULAIRES,,,01 43 48 49 22,,75020.0,,
7812,COLCHIDE,,,09 80 94 09 68,,75018.0,,France
7832,Ti Sable,,,,,97217.0,,France
8211,Bureau Vallée,,,,,,,
8268,CAFE DE L INDUSTRIE,,,09 63 62 98 93,,78100.0,,France
8272,Fresh burritos Lyon,,,,,69000.0,,France
8353,MERSEA,,,09 73 22 46 13,,75009.0,,
8541,Cousbox,,,,,69001.0,,France
8628,Air Liquide / AL IT,airliquide.com,,+33 140625555,"75 Quai D Orsay, Paris Cedex 07",77024,Paris,France
8637,Dataiku,dataiku.com,,,26 Broadway,75009,New York,
8640,AROLLA,arolla.fr,,,25 Rue du Louvre,75001,Paris,France
8643,Le Phare,lephare.com,,+33 2 51 84 11 90,58 Avenue du Parc de Procé,44100,Nantes,France
8647,Arcad Software,arcadsoftware.com,,(603) 371-9074,1 Phoenix Mill Lane,74650,Peterborough,United States
8652,Mint Conseil,mint-conseil.fr,,,43 Rue Camille Desmoulins,92130,Issy-les-Moulineaux,France
8664,Ubeeqo,ubeeqo.com,,33 1 78 16 45 70,2 Angel Mews,92100,London,France
8689,UpSlide,upslide.net,,,9 Avenue de l'Opéra,10018,Paris,
8694,Digital No Limit,digitalnolimit.com,,+33 1 86 95 03 91,41 Rue Boissy d'Anglas,75008,Paris,France
8698,SMARTHYS,smarthys.com,,+33 1 83 62 89 96,116 Rue de Verdun,92800,Puteaux,France
8702,HorseCom,horsecom.io,,33 1 71 96 52 55,17 Rue Claude Bloch,14000,Caen,France
8746,TableOnline,guestonline.io,,+33 5 64 88 01 84,2 Avenue de Lombez,31300,Toulouse,France
8747,KTM Advance,ktm-advance.com,,33 1 40 27 47 67,157 Boulevard Macdonald,75017,Paris,France
8758,BMI SYSTEM,bmi-system.com,,+33 1 40 91 83 94,17 Boulevard du Général de Gaulle,92120,Montrouge,France
8764,Kea & Partners,kea-partners.com,,33 1 40 84 74 00,3 Rue Danton,92240,Malakoff,France
8771,MULTIVAC Sepp Haggenmüller SE & Co. KG,multivac.fr,,,2 Passage Fernand Léger,77462,Lagny-sur-Marne,France
8776,Legal Suite,legal-suite.fr,,,65 Rue Jean Jacques Rousseau,92150,Suresnes,
8779,Thalys,thalys.com,,32 2 548 06 00,20 Place Stéphanie,1000,Bruxelles,Belgium
8786,BRIGHTEN,brighten.fr,,+33 1 44 01 46 40,17 Rue de Satory,78000,Versailles,France
8790,Planeum - Certifiée GPTW 2017,planeum.com,,+33 1 42 47 82 11,80 Rue d'Hauteville,75010,Paris,France
8806,eBusiness Information,ebusinessinformation.fr,,+33 1 41 24 43 20,Avenue Aristide Briand,,Bagneux,France
8824,Uside,uside.fr,,,22 RUE MARIGNAN,75008,PARIS,France
8830,MyndBlue,myndblue.io,,,1 Broadway,02142,Cambridge,United States
8832,D2SI,d2-si.fr,,+33 1 43 12 10 80,29 Rue d'Astorg,75008,Paris,France
8834,Centre de Formation et de Perfectionnement des Journalistes,cfpj.com,,+33 9 50 12 94 16,35 Rue du Louvre,75002,Paris,France
8836,SNCF,sncf.com,,33-1-5325-6000,2 Place aux Etoiles,93200,Saint-Denis,France
8838,Urban Place,urbanplace.me,,+972 3-927-4577,3 Rothschild Street,,Bat Yam,Israel
8845,CARIZY,carizy.com,,33 1 86 95 04 14,19 Rue Martel,49320,Paris,France
8881,ELAN,elan-france.com,,,1 Avenue Eugène Freyssinet,78061,Guyancourt,
8885,Maison Kitsuné,kitsune.fr,,,10 RUE CHAUCHAT,75009,Minato-ku,France
8896,Zero Games Studios,zerogamesstudios.com,,,"46, rue René Clair",75018,Paris,France
8900,Synolia,synolia.com,,+33 4 27 70 53 70,59 Rue de l'Abondance,69003,Lyon,France
8903,Esokia Web Agency,esokia.com,,+230 5252 3334,ORBIS CT,,Quatre Bornes,Mauritius
8904,Jalios,jalios.com,,33 1 39 23 92 80,58 Rue Pottier,78150,Le Chesnay,France
8911,Artdesk,artdesk.fr,,+33 1 58 22 17 50,93 Rue de Monceau,75008,Paris,France
8916,Yelloz components,yellozgroup.com,,,,91940,,France
8932,spgestion.fr,spgestion.fr,,,,,,France
8935,Capgemini,capgemini.com,,+33 1 47 54 50 00,23 Rue Brey,75017,Paris,France
8942,Mon-avocat.fr,mon-avocat.fr,,33 1 72 73 98 82,68 Rue Saint Honoré,75001,Paris,France
8971,Novethic,novethic.fr,,+33 1 58 50 98 14,,75001,Paris,France
8992,AB Tasty,abtasty.com,,,38 Rue du Sentier,50667,Paris,France
8998,Agence Clark,agence-clark.com,,,14 Rue d'Uzès,75002,Paris,France
9004,Interim Management LLC,interimmanagement.com,,,The Seagram Building 375 Park Ave,10152,New York,United States
9006,Aircall,aircall.io,,+1 888-240-6923,27 West 20th Street,10003,New York,United States
9018,CMG Conseil,cmgconseil.com,,33140075070,39 Avenue de Friedland,75008,Paris,France
9025,InterCloud,intercloud.com,,33 1 81 80 26 00,88-90 Boulevard de Sébastopol,75001,Paris,France
9036,Netfective Technology,bluage.com,,+33 5 56 07 79 99,Avenue de Verdun 1916,92250,La Garenne-Colombes,France
9041,SCORE DDB,scoreddb.fr,,33 1 53 32 59 92,75 Rue la Condamine,75017,Paris,France
9059,Flatchr,flatchr.io,,+33 9 50 44 91 56,81 Rue de Paris,92100,Boulogne-Billancourt,France
9064,Alcimed,alcimed.com,,33 1 44 30 44 30,57 Boulevard de Montmorency,75016,Paris,France
9075,Primobox,primobox.com,,+33 5 57 99 50 34,72 Rue du Faubourg Saint-Honoré,75008,Paris,France
9097,TYPY,typy.fr,,,"7, CITÉ HITTORF",75010,Paris,France
9109,Agile4Me,agile4me.com,,,21 Rue des Vergers,92320,Châtillon,France
9113,Equinox-Cognizant,equinox-cognizant.com,,,500 Frank W Burr Boulevard,75009,Teaneck,France
9126,Techni-Contact / Md2i,techni-contact.com,,+33 1 55 60 29 29,253 Rue Gallieni,92100,Boulogne-Billancourt,France
9142,"Bell & Ross, Inc.",bellross.com,,786-454-9730,8 Rue Copernic,33139,Miami Beach,United States
9148,Allo-Media,allo-media.fr,,0170827895,32 Rue de la Bienfaisance,75008,Paris,France
9154,dioki technologies,dioki.net,,+33 1 77 62 79 27,10 Rue Waldeck Rochet,93300,Aubervilliers,France
9170,Amabis France,amabis.com,,33 1 45 36 45 00,31 Avenue du Général Leclerc,92340,Bourg-la-Reine,France
9171,THEMIIS,themiis-institute.com,,+1 480-505-8877,14455 North Hayden Road,75009,Scottsdale,United States
9172,Sept Lieues,sept-lieues.com,,+33 4 91 39 39 39,80 Boulevard de la Corderie,13007,Marseille,France
9182,OpenDigitalEducation,opendigitaleducation.com,,+33 1 82 63 51 51,,75017,Paris,France
9184,big boss studio,big-boss.com,,+33 4 80 80 55 70,4 Rue de la Liberté,06000,Nice,France
9190,FircoSoft,fircosoft.com,,33 1 53 44 13 00,247 Rue de Bercy,75012,Paris,France
9193,EDF,edf.fr,,+33 140422222,30 Avenue de Wagram,75008,Paris,France
9198,Sutunam,sutunam.com,,+33 4 82 53 31 75,24 Avenue Joannes Masset,69009,Lyon,France
9205,La FoncièreNumérique,lafoncierenumerique.com,,,28 Cours Albert 1er,75008,Paris,France
9209,365Talents,365talents.com,,,1 Rue Ferrandière,69002,Lyon,France
9214,MELTY GROUP,meltygroup.com,,33 1 83 62 00 81,18 Rue Pasteur,94270,Le Kremlin-Bicêtre,France
9223,Elenbi - EBG,ebg.net,,+33 1 48 01 68 05,10 Rue Mercœur,75011,Paris,France
9226,RMC,rmc.fr,,33 1 71 19 11 91,12 Rue d'Oradour-sur-Glane,92130,Issy-les-Moulineaux,France
9237,Ligue de Football Professionnel,lfp.fr,,,6 Rue Lo Delibes,75116,Paris,France
9238,Weenect,weenect.com,,33 6 27 25 80 20,101 Rue de Sèvres,75007,Paris,France
9240,Ouihelp.fr,ouihelp.fr,,33 1 83 79 97 58,130 Rue de Lourmel,75015,Paris-15E-Arrondissement,France
9244,Albus,albus.fr,,+33 9 80 30 10 51,,75000,Paris,France
9266,Sogedev,sogedev.com,,33 1 55 95 80 08,"175/177 RUE D'AGUESSEAU, BOULOGNE BILLANCOURT",92100,Boulogne-Billancourt,France
9274,UpGraduate,upgraduate.com,,+33 1 80 88 40 69,2 Villa Thoreton,75015,Paris,France
9291,accengage,accengage.com,,33 1 44 56 87 16,31 Rue du 4 Septembre,75002,Paris,France
9294,bengs lab,bengs-lab.com,,,20 Avenue de Friedland,75008,Paris,France
9301,Dorlet,dorlet.fr,,,4 IMPASSE DES ARTISANS,77300,MEAUX,France
9311,Leaders League,leadersleague.com,,33 1 43 92 93 94,15 Avenue de la Grande-Armée,75116,Paris,France
9318,Kalray,kalrayinc.com,,(650) 469-3729,445 Rue Lavoisier,38330,Montbonnot-Saint-Martin,France
9319,SEMANTIWEB,semantiweb.fr,,,2 Rue Paul Vaillant Couturier,92300,Levallois-Perret,France
9322,URBAN LINKER,urbanlinker.com,,+33 1 77 37 23 90,11 Rue de Poissy,75005,Paris,France
9323,Net Reviews,avis-verifies.com,,+33 4 13 25 81 70,20 Avenue Robert Schuman,40494,Marseille,France
9336,Armis,armis.tech,,,17 Rue du Louvre,75001,Paris,France
9342,"Zapa, S.A.",zapa.fr,,33 1 42 03 50 20,54 Rue de Lancry,75010,Paris,France
9349,Spinergie,spinergie.com,,,,,Paris,France
9354,Equancy,equancy.com,,33 1 77 37 32 23,47 Rue de Chaillot,75116,Paris,France
9358,OpenDataSoft,opendatasoft.com,,,130 Rue de Lourmel,02109,Paris,
9366,CanalCloud,canalcloud.com,,,75 Avenue Victor Hugo,92500,Rueil-Malmaison,France
9386,"HAProxy Technologies, LLC",haproxy.com,,6174139236,375 Totten Pond Road,02451,Waltham,United States
9411,VeryChic,verychic.com,,33 8 26 10 82 82,23 Rue d'Anjou,75008,Paris,France
9412,Eiffage,Eiffage.com,,+33 134658989,3-7 place de l'Europe,78140,Asnières-sur-Seine,France
9424,STORE AND SUPPLY,store-and-supply.com,,,141 Avenue de Wagram,75017,Paris,France
9427,Wallix,wallix.com,,33 1 53 42 12 81,251 Rue du Faubourg Saint-Honoré,75017,Paris,France
9429,Teedji,mobeelity.io,,,,,Paris,France
9440,RIZZE,rizze.com,,,16 rue Saulnier,75009,Paris,France
9445,Inventy,inventy.com,,+33 4 89 82 92 66,1800 Route des Crêtes,92130,Valbonne,France
9479,MULTICULTURAL NETWORK CORPORATION Terms & Conditions Mentions légales,mcnc.tv,,,,75001,,
9489,Headoo,headoo.com,,,8 rue de l'Isly,75008,Paris,France
9495,"Shopmium, a Quotient brand",shopmium.com,,33 9 70 40 50 98,11 Rue Tronchet,75008,Paris,France
9501,sandro,sandro-paris.com,,33 1 40 39 90 21,61 Rue de Turenne,75003,Paris,France
9504,ESV Digital,esvdigital.com,,,9 Gower Street,60642,London,
9512,cello.fr,cello.fr,,+33 9 70 71 23 21,105 bis rue de Tolbiac,75013,Paris,France
9513,Mutieg,mutieg.fr,,,45 RUE GODOT DE MAUROY,75009,PARIS,France
9515,SILICOM SAS,silicom.fr,,+33 1 46 84 15 15,125 Boulevard Jean Jaurès,92100,Boulogne-Billancourt,France
9522,62 degrés,62degres.com,,,,,Paris,France
9524,Adloox,adloox.com,,+1 917-763-0036,25 W 39th St,10018,New York,United States
9532,Merci,merci-merci.com,,33 1 42 77 00 33,111 Boulevard Beaumarchais,75003,Paris,France
9542,RoomChecking,roomchecking.com,,+33 9 51 50 42 51,38 Quai des Carrières,94220,Charenton-le-Pont,France
9544,EKYOG,ekyog.com,,33 2 23 47 09 90,ZAC CAP MALO - AVENUE DU PHARE DE LA BALUE,35520,La Mézière,France
9545,Délégation Catholique pour la Coopération,ladcc.org,,,106 Rue du Bac,75007,Paris,France
9551,Brainsonic,brainsonic.com,,33 1 58 28 19 20,28 Rue Meslay,75003,Paris,France
9553,YXIME SA,yxime.fr,,33 1 47 75 07 08,7 Rue nationale,92100,Boulogne-Billancourt,France
9560,Quantmetry,quantmetry.com,,,55 Rue la Boétie,75008,Paris,France
9565,Goomeo,goomeo.com,,+33 5 55 58 85 80,117 Rue de Nexon,87000,Limoges,France
9566,LPA-CGR avocats,lpalaw.com,,33 1 53 93 30 00,136 Avenue des Champs-Élysées,75008,Paris,France
9568,IK Investment Partners,ikinvest.com,,442073044300,5 Lancaster Place,WC2E 7EN,London,United Kingdom
9569,aerium,aerium.com,,,6a Route de Trèves,2633,Senningerberg,Luxembourg
9585,Applidium,applidium.com,,33 1 77 62 82 15,20 Rue Sainte-Croix de la Bretonnerie,75010,Paris,France
9590,PERFORMANCE & INFLUENCE,pi-agency.fr,,+33 1 83 79 02 05,94 Avenue Ledru Rollin,75011,Paris-11E-Arrondissement,France
9605,Cyanide,cyanide-studio.com,,33 1 47 86 30 80,3 Boulevard des Bouvets,92000,Nanterre,France
9607,Brevalex,brevalex.com,,,,75008,,France
9624,Easyflyer,easyflyer.fr,,02 38 56 14 54,21 Rue de la Fonderie,45100,Orléans,France
9630,tbwa-corporate,tbwa-corporate.com,,,50/54 Rue de Silly,92513,Boulogne-Billancourt Cedex,France
9636,Airbus Helicopters,airbus.com,,,Mendelweg 30,13727,Marignane,France
9641,Doctrine,doctrine.fr,,+33186954209,74 RUE DE LA TOMBE ISSOIRE,75014,Paris,France
9645,Molotov,molotov.tv,,,11 R LA BOETIE,75008,Paris,France
9651,Shapr,shapr.co,,,60 Broad Street,10004,New York,United States
9653,Paris Val de Marne,valdemarne.com,,+33 1 43 90 64 00,23 Rue Raspail,94200,Ivry-sur-Seine,France
9676,Archos,archos.com,,+33 169331690,12 Rue Ampère,91430,Igny,France
9680,Pampa Paris,pampa.paris,,,218bis Rue Saint-Denis,75002,Paris,France
9683,Continental Search Alliance,continental-search.com,,,103 Schipholweg,2316XC,Leiden,Netherlands
9684,"STid, your RFID partner !",stid.com,,,20 PARC D'ACTIVITÉS DES PRADEAUX,13850,Gréasque,France
9698,Schoolab,theschoolab.com,,,,75002,Paris,France
9702,GARDEN PRICE,gardenprice.com,,33 1 30 05 21 00,1 Rond-Point Laurent Schwartz,78310,Maurepas,France
9710,tequilarapido,tequilarapido.com,,+33492008030,6 Place Garibaldi,06300,Nice,France
9713,Waycom,waycom.net,,,24 Avenue du Général Charles de Gaulle,92150,Suresnes,France
9727,Perfect Memory,perfect-memory.com,,+33 4 73 29 99 28,33 Boulevard Berthelot,63400,Chamalières,France
9731,Evea Group,evea-group.com,,33 1 58 75 79 00,18 Boulevard Gallieni,92230,Gennevilliers,France
9750,Meetic,meetic.fr,,33158179000,RUE AUBER,75009,Paris,France
9760,nam.R,namr.com,,,,,Paris,France
9779,NFrance,nfrance.com,,+33 5 34 45 55 00,4 Rue John Fitzgerald Kennedy,31000,Toulouse,France
9780,AntVoice,antvoice.com,,33 1 83 64 51 08,28 Rue du Sentier,75002,Paris,France
9783,Altran,altran.com,,33 (0) 1 58 47 93 58,96 Avenue Charles de Gaulle,92200,Neuilly-sur-Seine,France
9789,Collège des Bernardins,collegedesbernardins.fr,,+33 1 53 10 74 44,20 Rue de Poissy,75005,Paris,France
9791,Bearstech,bearstech.com,,+33 1 70 61 60 16,40 Passage des Panoramas,75002,Paris-2E-Arrondissement,France
9793,Strapi,strapi.io,,,128 Rue la Boétie,75008,Paris,France
9853,Data Solutions Fr,data-solutions.com,,,,13851,Aix-en-Provence,France
9861,Covéa Finance,covea-finance.fr,,+33 1 40 06 51 50,12 Rue Boissy d'Anglas,75008,Paris,France
9865,Boost.rs,boost.rs,,+33 1 40 37 41 72,,,Boulogne-Billancourt,France
9881,Skillup.co,skillup.co,,33 1 76 40 02 98,6 Rue de Saïgon,75116,Paris,France
9882,Architizer,architizer.com,,+1 646-461-6083,1 Whitehall Street,10004,New York,United States
9883,Anjali MVP,anjalimvp.com,,,1-2 Place des Saisons,92400,Courbevoie,France
9896,PickAsso,pickasso.io,,+33 9 67 71 34 61,192 Rue Saint-Denis,75002,Paris,France
9901,DONTNOD Entertainment,dont-nod.com,,+33144720574,140 Rue d'Aubervilliers,75019,Paris-19E-Arrondissement,France
9906,PrestaShop -,prestashop.com,,,12 Rue d'Amsterdam,33130,Paris,
9918,AuxiVia,auxivia.com,,+33 9 72 61 54 14,,,Paris,France
9922,Les CCE Allemagne,cnccef.org,,33 1 53 83 92 92,22 Avenue Franklin Delano Roosevelt,75008,Paris,France
9928,"comScore, Inc.",comscore.com,,(703) 438-2000,11950 Democracy Drive,20190,Reston,United States
9935,Kylia France,kylia-immo.com,,+33147702418,5 Rue du Faubourg Montmartre,75009,Paris,France
9936,Groupe DFM,groupe-dfm.fr,,33 1 43 96 80 00,13 Rue Séjourné,94000,Créteil,France
9946,Seenk,seenk.com,,,16 Rue Popincourt,75011,Paris,France
9951,TTC - Testing Training and Consulting,ttc-testing.com,,+972 9-760-2780,POB 4114,43365,Ra'anana,Israel
9954,Alkemics,alkemics.com,,33 7 72 70 98 32,20 Rue Saint-Georges,75009,Paris,France
9958,ZenProspect,zenprospect.com,,,2 Embarcadero Center,94111,San Francisco,United States
9965,NES SARL,nes.fr,,33 1 53 38 57 00,46 RUE DE PROVENCE,75009,PARIS,France
9973,COTE OUEST,coteouest.tv,,+2304656402,"3RD FLOOR, CITIUS BUILDING 31 CYBERCITY",,Ebene,Mauritius
9979,France Digitale,francedigitale.org,,,71 Rue du Faubourg Saint-Martin,75002,Paris,France
9982,Synthetron N.V.,synthetron.com,,+32 2 211 34 01,44 Paleizenstraat,1030,Schaarbeek,Belgium
9986,Brand and Celebrities,brandandcelebrities.com,,33 1 84 16 98 13,27 Boulevard des Italiens,75009,Paris,France
9988,"Pulpix, Inc.",pulpix.com,,(415) 992-5541,25 West 39th Street,10018,New York,United States
10000,EXCILYS,excilys.com,,+33141244320,47 Avenue Carnot,94230,Cachan,France
10007,orchestra,orchestra.eu,,33 1 44 71 30 20,38 Avenue de l'Opéra,75002,Paris,France
10027,VideoProfile Group,myvideoprofile.net,,,,,,United States
10052,"J. Walter Thompson U.S.A., LLC",jwt.com,,,466 Lexington Avenue,10017,New York,United States
10055,Netino,netino.fr,,33 1 41 45 65 65,8 Rue de l'Amiral de Coligny,75001,Paris,France
10067,Affine,affine.fr,,+33 144904300,"39, RUE WASHINGTON",75008,Paris,France
10068,CREAgile,creagile.fr,,,20 Rue de la Belle Feuille,92100,Boulogne-Billancourt,France
10073,Magic Makers,magicmakers.fr,,33 6 27 31 06 23,153 Rue de la Croix Nivert,75015,Paris,France
10087,OVH LTD,42ai.fr,,,,,,
10096,Fidesio,fidesio.com,,+33 1 76 77 27 61,30 Rue Saint-Marc,75002,Paris,France
10129,UP SELL,upsell.fr,,+33 1 81 89 41 90,10 Rue Auber,92120,Montrouge,France
10142,Deliveroo,deliveroo.co.uk,,44 20 3322 3444,145-157 St John Street,EC4R 3TE,London,United Kingdom
10143,VECTAURY,vectaury.io,,+33 1 48 25 88 69,33 Rue la Fayette,75009,Paris,France
10144,HighTekers France,hightekers.com,,,,,,
10145,The American University of Paris,aup.edu,,3037576333,6 Rue du Colonel Combes,10271,Denver,United States
10146,LE CLUB DES EXTRAS,leclubdesextras.com,,,,,,
10156,PERFORMANCE PARTNER,performancepartner.com,,,10 Rue de la Plaine,78860,Saint-Nom-la-Bretèche,France
10160,ELEVON,elevon.fr,,,,,Paris,France
10161,Enercoop,enercoop.fr,,33 8 11 09 30 99,18 Quai de la Loire,75019,Paris,France
10168,Nerim,nerim.fr,,33 1 80 40 05 00,102 Avenue du Président Kennedy,75016,Paris,France
10172,Opteamis,opteamis.com,,+33 1 75 43 26 73,16 Rue Médéric,75017,Paris,France
10194,MeilleursAgents,meilleursagents.com,,33 1 45 66 24 24,8 Rue du Sentier,75002,Paris,France
10195,Kingcom,kingcom.fr,,33 1 40 40 50 00,4 Rue des Ardennes,75019,Paris,France
10201,Devoteam,devoteam.com,,+33 1 41 49 48 48,73 Rue Anatole France,92300,Levallois-Perret,France
10203,HeyTom,heytom.io,,,600 West 5th Avenue,67005,Arkansas City,United States
10206,Horizon Software,hsoftware.com,,+33 1 42 60 94 90,13 Rue la Fayette,75008,Paris,France
10208,Novencia Group,novencia.com,,+33 1 44 63 53 13,21 Rue de la Banque,75002,Paris,France
10210,Sekoia,sekoia.fr,,33 1 44 43 54 13,16 Place de la Madeleine,75008,Paris-8E-Arrondissement,France
10216,Nware,nware.fr,,33 1 84 17 14 00,12 Rue Jean Antoine de Baïf,75013,Paris,France
10227,SNCD,sncd.org,,+33 1 40 47 70 00,68 Boulevard Saint-Marcel,75005,Paris,France
10231,Dakine,dakine.com,,+1 541-386-3166,603 Portway Avenue,97031,Hood River,United States
10249,"Marriott International, Inc.",marriott.com,,+1 301-380-3000,10400 Fernwood Road,20817,Bethesda,United States
10260,BEVOLUTION AGENCY,bevolution-agency.com,,,,,,
10262,Dictanova,dictanova.com,,+33 2 85 52 42 36,6 Rue René Viviani,44200,Nantes,France
10272,Airmis,airmis.com,,,37 Rue du Rocher,75008,Paris,France
10290,grafikmente,grafikmente.fr,,+33 1 42 96 33 17,118 Rue Réaumur,75002,Paris,France
